,s,p,o,source,support
2707,communication,includes,semantic web services,openie,1
2708,web ontology language,includes,ontology development,openie,2
2709,semantic relationships,includes,semantic search engine,openie,1
2710,semantic search engine,includes,image compression,openie,1
2711,resource description framework (rdf),includes,information retrieval,openie,1
2712,web ontology language,includes,ontology construction,openie,1
2713,digital libraries,includes,resource description framework (rdf),openie,1
2714,ontology alignment,includes,ontology evolution,openie,1
2715,schema matching,includes,ontology alignment,openie,4
2716,ontology alignment,includes,web service composition,openie,1
2717,ontology alignment,includes,schema matching,openie,1
2718,social search,includes,semantic search engines,openie,2
2719,artificial intelligence,includes,semantic search engines,openie,3
2720,spatial data infrastructure,includes,semantic search engines,openie,1
2721,resource description framework (rdf),includes,knowledge management,openie,1
2722,web ontology language,includes,knowledge bases,openie,1
2723,ontology alignment,includes,query rewritings,openie,1
2724,automated reasoning,includes,ontology alignment,openie,1
2725,ontology alignment,includes,text mining,openie,1
2726,ontology alignment,includes,natural language processing systems,openie,1
2727,text mining,includes,semantic search engines,openie,1
2728,linked data,includes,schema mappings,openie,1
2729,web ontology language,includes,distributed environments,openie,1
2730,resource description framework (rdf),includes,context information,openie,1
2731,web-mining,includes,ontology alignment,openie,1
2732,clustering algorithms,includes,ontology alignment,openie,1
2733,search engines,includes,ontology alignment,openie,1
2734,ontology alignment,includes,social networks,openie,1
2735,ontology alignment,includes,information management,openie,1
2736,ontology alignment,includes,product design,openie,1
2737,social networks,includes,ontology alignment,openie,1
2738,ontology alignment,includes,modeling languages,openie,1
2739,resource description framework (rdf),includes,named entity recognition,openie,1
2740,linked data,includes,semantic data,openie,1
2741,ontology alignment,includes,user query,openie,1
2742,probabilistic models,includes,resource description framework (rdf),openie,1
2743,semantic search engines,includes,education,openie,1
2744,semantic similarity measures,includes,ontology alignment,openie,1
2745,web ontology language,includes,web applications,openie,1
2746,hierarchical structures,includes,semantic search engines,openie,1
2747,ontology construction,includes,ontology alignment,openie,1
2748,mutual informations,includes,ontology alignment,openie,1
2749,ontology alignment,includes,concept similarity,openie,1
2750,ontology alignment,includes,ontology-based,openie,1
2751,ontology construction,includes,web ontology language,openie,1
2752,argumentation,includes,ontology alignment,openie,1
2753,natural language processing systems,includes,resource description framework (rdf),openie,1
2754,extensible markup language,includes,resource description framework (rdf),openie,2
2755,resource description framework (rdf),includes,data management,openie,1
2756,rdf graph,includes,semantic search engines,openie,1
2757,data mining,includes,ontology alignment,openie,2
2758,semantic descriptions,includes,content management systems,openie,1
2759,ontology alignment,includes,data exchange,openie,1
2760,ontology integration,includes,ontology alignment,openie,1
2761,resource description framework (rdf),includes,authentication,openie,1
2762,schema matching,includes,ontology alignment,openie,1
2763,service orchestration,includes,ontology alignment,openie,1
2764,text classification,includes,semantic search engines,openie,1
2765,clustering algorithms,includes,semantic search engines,openie,1
2766,knowledge representation,includes,semantic search engines,openie,1
2767,web ontology language,includes,semantic search engines,openie,1
2768,description logics,includes,semantic search engine,openie,1
2769,spam filtering,includes,ontology alignment,openie,1
2770,relational database systems,includes,web ontology language,openie,1
2771,web ontology language,includes,reasoning algorithms,openie,1
2772,linked data,includes,mobile devices,openie,1
2773,resource description framework (rdf),includes,graphical representations,openie,1
2774,ontology alignment,includes,answering queries,openie,2
2775,linked data,includes,semantic distance,openie,1
2776,linked data,includes,hierarchical models,openie,1
2777,index structure,includes,semantic search engines,openie,1
2778,software architectures,includes,semantic search engines,openie,1
2779,natural language understanding,includes,semantic search engines,openie,2
2780,knowledge bases,includes,semantic search engine,openie,1
2781,semantic search engine,includes,recommendation systems,openie,1
2782,ontology alignment,includes,artificial intelligence,openie,1
2783,argumentation,includes,ontology alignment,openie,1
2784,resource description framework (rdf),includes,programming languages,openie,1
2785,machine translation systems,includes,ontology alignment,openie,1
2786,word sense disambiguation,includes,ontology alignment,openie,1
2787,information integration,includes,ontology alignment,openie,1
2788,semantic web services,includes,web searches,openie,1
2789,pervasive computing,includes,semantic search engines,openie,1
2790,data management,includes,semantic search engines,openie,1
2791,semantic search engines,includes,information contents,openie,1
2792,resource description framework (rdf),includes,web contents,openie,1
2793,cloud computing,includes,semantic search engines,openie,1
2794,linked data,includes,software architecture patterns,openie,2
2795,resource description framework (rdf),includes,relational database systems,openie,1
2796,semantic description,includes,web services discovery,openie,1
2797,web services discovery,includes,semantic description,openie,1
2798,semantic search engine,includes,biomedical imaging,openie,1
2799,web ontology language,includes,pervasive computing environments,openie,1
2800,semantic search engines,includes,social relationships,openie,1
2801,semantic search engine,includes,text clustering,openie,1
2802,linked data,includes,user interfaces,openie,1
2803,linked data,includes,software engineering,openie,1
2804,linked data,includes,source codes,openie,1
2805,linked data,includes,semantic relationships,openie,1
2806,linked data,includes,web contents,openie,1
2807,resource description framework (rdf),includes,data integration,openie,1
2808,linked data,includes,pattern,openie,1
2809,information retrieval,includes,ontology alignment,openie,1
